date,country,cases,deaths,population,gdp,density_per_sqr_km
2020-04-23,Bulgaria,49,4,6975761.0,9828.14851478139,64.7110998526161
2020-04-24,Bulgaria,73,3,6975761.0,9828.14851478139,64.7110998526161
2020-04-25,Bulgaria,91,2,6975761.0,9828.14851478139,64.7110998526161
2020-04-26,Bulgaria,59,1,6975761.0,9828.14851478139,64.7110998526161
2020-04-27,Bulgaria,53,1,6975761.0,9828.14851478139,64.7110998526161
2020-04-28,Bulgaria,63,2,6975761.0,9828.14851478139,64.7110998526161
2020-04-29,Bulgaria,36,0,6975761.0,9828.14851478139,64.7110998526161
2020-04-30,Bulgaria,48,6,6975761.0,9828.14851478139,64.7110998526161
2020-05-01,Bulgaria,59,2,6975761.0,9828.14851478139,64.7110998526161
2020-05-02,Bulgaria,82,3,6975761.0,9828.14851478139,64.7110998526161
2020-05-03,Bulgaria,6,3,6975761.0,9828.14851478139,64.7110998526161
2020-05-04,Bulgaria,24,1,6975761.0,9828.14851478139,64.7110998526161
2020-05-05,Bulgaria,34,5,6975761.0,9828.14851478139,64.7110998526161
2020-05-06,Bulgaria,37,0,6975761.0,9828.14851478139,64.7110998526161
2020-05-07,Bulgaria,89,6,6975761.0,9828.14851478139,64.7110998526161
2020-05-08,Bulgaria,51,0,6975761.0,9828.14851478139,64.7110998526161
2020-05-09,Bulgaria,82,4,6975761.0,9828.14851478139,64.7110998526161
2020-05-10,Bulgaria,44,2,6975761.0,9828.14851478139,64.7110998526161
2020-05-11,Bulgaria,10,1,6975761.0,9828.14851478139,64.7110998526161
2020-05-12,Bulgaria,25,2,6975761.0,9828.14851478139,64.7110998526161
2020-05-13,Bulgaria,33,2,6975761.0,9828.14851478139,64.7110998526161
2020-05-14,Bulgaria,46,1,6975761.0,9828.14851478139,64.7110998526161
2020-05-15,Bulgaria,31,3,6975761.0,9828.14851478139,64.7110998526161
2020-05-16,Bulgaria,38,3,6975761.0,9828.14851478139,64.7110998526161
2020-05-17,Bulgaria,73,6,6975761.0,9828.14851478139,64.7110998526161
2020-05-18,Bulgaria,24,2,6975761.0,9828.14851478139,64.7110998526161
2020-05-19,Bulgaria,24,2,6975761.0,9828.14851478139,64.7110998526161
2020-05-20,Bulgaria,33,4,6975761.0,9828.14851478139,64.7110998526161
2020-05-21,Bulgaria,39,4,6975761.0,9828.14851478139,64.7110998526161
2020-05-22,Bulgaria,41,5,6975761.0,9828.14851478139,64.7110998526161
2020-05-23,Bulgaria,36,1,6975761.0,9828.14851478139,64.7110998526161
2020-05-24,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-05-25,Bulgaria,25,4,6975761.0,9828.14851478139,64.7110998526161
2020-05-26,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-05-27,Bulgaria,27,3,6975761.0,9828.14851478139,64.7110998526161
2020-05-28,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-05-29,Bulgaria,25,3,6975761.0,9828.14851478139,64.7110998526161
2020-05-30,Bulgaria,14,3,6975761.0,9828.14851478139,64.7110998526161
2020-05-31,Bulgaria,14,1,6975761.0,9828.14851478139,64.7110998526161
2020-06-01,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-02,Bulgaria,0,4,6975761.0,9828.14851478139,64.7110998526161
2020-06-03,Bulgaria,25,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-04,Bulgaria,47,3,6975761.0,9828.14851478139,64.7110998526161
2020-06-05,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-06,Bulgaria,83,13,6975761.0,9828.14851478139,64.7110998526161
2020-06-07,Bulgaria,43,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-08,Bulgaria,16,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-09,Bulgaria,83,4,6975761.0,9828.14851478139,64.7110998526161
2020-06-10,Bulgaria,79,3,6975761.0,9828.14851478139,64.7110998526161
2020-06-11,Bulgaria,104,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-12,Bulgaria,93,1,6975761.0,9828.14851478139,64.7110998526161
2020-06-13,Bulgaria,105,4,6975761.0,9828.14851478139,64.7110998526161
2020-06-14,Bulgaria,75,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-15,Bulgaria,24,2,6975761.0,9828.14851478139,64.7110998526161
2020-06-16,Bulgaria,51,2,6975761.0,9828.14851478139,64.7110998526161
2020-06-17,Bulgaria,112,5,6975761.0,9828.14851478139,64.7110998526161
2020-06-18,Bulgaria,89,3,6975761.0,9828.14851478139,64.7110998526161
2020-06-19,Bulgaria,132,6,6975761.0,9828.14851478139,64.7110998526161
2020-06-20,Bulgaria,81,3,6975761.0,9828.14851478139,64.7110998526161
2020-06-21,Bulgaria,117,6,6975761.0,9828.14851478139,64.7110998526161
2020-06-22,Bulgaria,33,0,6975761.0,9828.14851478139,64.7110998526161
2020-06-23,Bulgaria,79,8,6975761.0,9828.14851478139,64.7110998526161
2020-06-24,Bulgaria,130,1,6975761.0,9828.14851478139,64.7110998526161
2020-06-25,Bulgaria,128,1,6975761.0,9828.14851478139,64.7110998526161
2020-06-26,Bulgaria,166,2,6975761.0,9828.14851478139,64.7110998526161
2020-06-27,Bulgaria,105,4,6975761.0,9828.14851478139,64.7110998526161
2020-06-28,Bulgaria,112,1,6975761.0,9828.14851478139,64.7110998526161
2020-06-29,Bulgaria,66,3,6975761.0,9828.14851478139,64.7110998526161
2020-06-30,Bulgaria,140,4,6975761.0,9828.14851478139,64.7110998526161
2020-07-01,Bulgaria,158,7,6975761.0,9828.14851478139,64.7110998526161
2020-07-02,Bulgaria,165,2,6975761.0,9828.14851478139,64.7110998526161
2020-07-03,Bulgaria,161,0,6975761.0,9828.14851478139,64.7110998526161
2020-07-04,Bulgaria,182,7,6975761.0,9828.14851478139,64.7110998526161
2020-07-05,Bulgaria,180,2,6975761.0,9828.14851478139,64.7110998526161
2020-07-06,Bulgaria,63,5,6975761.0,9828.14851478139,64.7110998526161
2020-07-07,Bulgaria,174,4,6975761.0,9828.14851478139,64.7110998526161
2020-07-08,Bulgaria,188,4,6975761.0,9828.14851478139,64.7110998526161
2020-07-09,Bulgaria,240,5,6975761.0,9828.14851478139,64.7110998526161
2020-07-10,Bulgaria,330,3,6975761.0,9828.14851478139,64.7110998526161
2020-07-11,Bulgaria,292,0,6975761.0,9828.14851478139,64.7110998526161
2020-07-12,Bulgaria,211,0,6975761.0,9828.14851478139,64.7110998526161
2020-07-13,Bulgaria,77,6,6975761.0,9828.14851478139,64.7110998526161
2020-07-14,Bulgaria,159,8,6975761.0,9828.14851478139,64.7110998526161
2020-07-15,Bulgaria,234,7,6975761.0,9828.14851478139,64.7110998526161
2020-07-16,Bulgaria,232,6,6975761.0,9828.14851478139,64.7110998526161
2020-07-17,Bulgaria,267,4,6975761.0,9828.14851478139,64.7110998526161
2020-07-18,Bulgaria,298,4,6975761.0,9828.14851478139,64.7110998526161
2020-07-19,Bulgaria,196,2,6975761.0,9828.14851478139,64.7110998526161
2020-07-20,Bulgaria,95,1,6975761.0,9828.14851478139,64.7110998526161
2020-07-21,Bulgaria,196,8,6975761.0,9828.14851478139,64.7110998526161
2020-07-22,Bulgaria,325,5,6975761.0,9828.14851478139,64.7110998526161
2020-07-23,Bulgaria,330,8,6975761.0,9828.14851478139,64.7110998526161
2020-07-24,Bulgaria,269,8,6975761.0,9828.14851478139,64.7110998526161
2020-07-25,Bulgaria,270,8,6975761.0,9828.14851478139,64.7110998526161
2020-07-26,Bulgaria,189,1,6975761.0,9828.14851478139,64.7110998526161
2020-07-27,Bulgaria,115,2,6975761.0,9828.14851478139,64.7110998526161
2020-07-28,Bulgaria,194,7,6975761.0,9828.14851478139,64.7110998526161
2020-07-29,Bulgaria,250,8,6975761.0,9828.14851478139,64.7110998526161
2020-07-30,Bulgaria,284,13,6975761.0,9828.14851478139,64.7110998526161
2020-07-31,Bulgaria,265,6,6975761.0,9828.14851478139,64.7110998526161
2020-08-01,Bulgaria,270,9,6975761.0,9828.14851478139,64.7110998526161
2020-08-02,Bulgaria,146,2,6975761.0,9828.14851478139,64.7110998526161
2020-08-03,Bulgaria,119,3,6975761.0,9828.14851478139,64.7110998526161
2020-08-04,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-08-05,Bulgaria,204,16,6975761.0,9828.14851478139,64.7110998526161
2020-08-06,Bulgaria,255,11,6975761.0,9828.14851478139,64.7110998526161
2020-08-07,Bulgaria,303,9,6975761.0,9828.14851478139,64.7110998526161
2020-08-08,Bulgaria,297,11,6975761.0,9828.14851478139,64.7110998526161
2020-08-09,Bulgaria,329,10,6975761.0,9828.14851478139,64.7110998526161
2020-08-10,Bulgaria,53,2,6975761.0,9828.14851478139,64.7110998526161
2020-08-11,Bulgaria,116,12,6975761.0,9828.14851478139,64.7110998526161
2020-08-12,Bulgaria,210,12,6975761.0,9828.14851478139,64.7110998526161
2020-08-13,Bulgaria,171,11,6975761.0,9828.14851478139,64.7110998526161
2020-08-14,Bulgaria,176,2,6975761.0,9828.14851478139,64.7110998526161
2020-08-15,Bulgaria,174,8,6975761.0,9828.14851478139,64.7110998526161
2020-08-16,Bulgaria,90,3,6975761.0,9828.14851478139,64.7110998526161
2020-08-17,Bulgaria,32,3,6975761.0,9828.14851478139,64.7110998526161
2020-08-18,Bulgaria,135,14,6975761.0,9828.14851478139,64.7110998526161
2020-08-19,Bulgaria,169,7,6975761.0,9828.14851478139,64.7110998526161
2020-08-20,Bulgaria,151,8,6975761.0,9828.14851478139,64.7110998526161
2020-08-21,Bulgaria,142,5,6975761.0,9828.14851478139,64.7110998526161
2020-08-22,Bulgaria,169,7,6975761.0,9828.14851478139,64.7110998526161
2020-08-23,Bulgaria,96,6,6975761.0,9828.14851478139,64.7110998526161
2020-08-24,Bulgaria,60,0,6975761.0,9828.14851478139,64.7110998526161
2020-08-25,Bulgaria,99,18,6975761.0,9828.14851478139,64.7110998526161
2020-08-26,Bulgaria,203,9,6975761.0,9828.14851478139,64.7110998526161
2020-08-27,Bulgaria,162,14,6975761.0,9828.14851478139,64.7110998526161
2020-08-28,Bulgaria,157,8,6975761.0,9828.14851478139,64.7110998526161
2020-08-29,Bulgaria,157,9,6975761.0,9828.14851478139,64.7110998526161
2020-08-30,Bulgaria,99,2,6975761.0,9828.14851478139,64.7110998526161
2020-08-31,Bulgaria,26,8,6975761.0,9828.14851478139,64.7110998526161
2020-09-01,Bulgaria,76,16,6975761.0,9828.14851478139,64.7110998526161
2020-09-02,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-09-03,Bulgaria,188,13,6975761.0,9828.14851478139,64.7110998526161
2020-09-04,Bulgaria,163,6,6975761.0,9828.14851478139,64.7110998526161
2020-09-05,Bulgaria,158,10,6975761.0,9828.14851478139,64.7110998526161
2020-09-06,Bulgaria,179,7,6975761.0,9828.14851478139,64.7110998526161
2020-09-07,Bulgaria,96,6,6975761.0,9828.14851478139,64.7110998526161
2020-09-08,Bulgaria,96,6,6975761.0,9828.14851478139,64.7110998526161
2020-09-09,Bulgaria,167,15,6975761.0,9828.14851478139,64.7110998526161
2020-09-10,Bulgaria,122,10,6975761.0,9828.14851478139,64.7110998526161
2020-09-11,Bulgaria,163,4,6975761.0,9828.14851478139,64.7110998526161
2020-09-12,Bulgaria,201,7,6975761.0,9828.14851478139,64.7110998526161
2020-09-13,Bulgaria,92,4,6975761.0,9828.14851478139,64.7110998526161
2020-09-14,Bulgaria,27,3,6975761.0,9828.14851478139,64.7110998526161
2020-09-15,Bulgaria,143,10,6975761.0,9828.14851478139,64.7110998526161
2020-09-16,Bulgaria,155,6,6975761.0,9828.14851478139,64.7110998526161
2020-09-17,Bulgaria,174,8,6975761.0,9828.14851478139,64.7110998526161
2020-09-18,Bulgaria,154,0,6975761.0,9828.14851478139,64.7110998526161
2020-09-19,Bulgaria,189,9,6975761.0,9828.14851478139,64.7110998526161
2020-09-20,Bulgaria,86,2,6975761.0,9828.14851478139,64.7110998526161
2020-09-21,Bulgaria,44,6,6975761.0,9828.14851478139,64.7110998526161
2020-09-22,Bulgaria,151,4,6975761.0,9828.14851478139,64.7110998526161
2020-09-23,Bulgaria,109,2,6975761.0,9828.14851478139,64.7110998526161
2020-09-24,Bulgaria,160,12,6975761.0,9828.14851478139,64.7110998526161
2020-09-25,Bulgaria,290,6,6975761.0,9828.14851478139,64.7110998526161
2020-09-26,Bulgaria,255,4,6975761.0,9828.14851478139,64.7110998526161
2020-09-27,Bulgaria,169,0,6975761.0,9828.14851478139,64.7110998526161
2020-09-28,Bulgaria,58,7,6975761.0,9828.14851478139,64.7110998526161
2020-09-29,Bulgaria,216,11,6975761.0,9828.14851478139,64.7110998526161
2020-09-30,Bulgaria,276,7,6975761.0,9828.14851478139,64.7110998526161
2020-10-01,Bulgaria,286,11,6975761.0,9828.14851478139,64.7110998526161
2020-10-02,Bulgaria,263,7,6975761.0,9828.14851478139,64.7110998526161
2020-10-03,Bulgaria,240,6,6975761.0,9828.14851478139,64.7110998526161
2020-10-04,Bulgaria,182,3,6975761.0,9828.14851478139,64.7110998526161
2020-10-05,Bulgaria,69,3,6975761.0,9828.14851478139,64.7110998526161
2020-10-06,Bulgaria,283,10,6975761.0,9828.14851478139,64.7110998526161
2020-10-07,Bulgaria,436,8,6975761.0,9828.14851478139,64.7110998526161
2020-10-08,Bulgaria,437,11,6975761.0,9828.14851478139,64.7110998526161
2020-10-09,Bulgaria,516,7,6975761.0,9828.14851478139,64.7110998526161
2020-10-10,Bulgaria,612,7,6975761.0,9828.14851478139,64.7110998526161
2020-10-11,Bulgaria,0,0,6975761.0,9828.14851478139,64.7110998526161
2020-10-12,Bulgaria,531,5,6975761.0,9828.14851478139,64.7110998526161
2020-10-13,Bulgaria,587,23,6975761.0,9828.14851478139,64.7110998526161
2020-10-14,Bulgaria,785,8,6975761.0,9828.14851478139,64.7110998526161
2020-10-15,Bulgaria,819,6,6975761.0,9828.14851478139,64.7110998526161
2020-10-16,Bulgaria,914,15,6975761.0,9828.14851478139,64.7110998526161
2020-10-17,Bulgaria,998,14,6975761.0,9828.14851478139,64.7110998526161
2020-10-18,Bulgaria,603,10,6975761.0,9828.14851478139,64.7110998526161
2020-10-19,Bulgaria,395,18,6975761.0,9828.14851478139,64.7110998526161
2020-10-20,Bulgaria,1024,22,6975761.0,9828.14851478139,64.7110998526161
2020-10-21,Bulgaria,1336,11,6975761.0,9828.14851478139,64.7110998526161
2020-10-22,Bulgaria,1472,29,6975761.0,9828.14851478139,64.7110998526161
2020-10-23,Bulgaria,1595,16,6975761.0,9828.14851478139,64.7110998526161
2020-10-24,Bulgaria,1589,13,6975761.0,9828.14851478139,64.7110998526161
2020-10-25,Bulgaria,1043,7,6975761.0,9828.14851478139,64.7110998526161
2020-10-26,Bulgaria,327,10,6975761.0,9828.14851478139,64.7110998526161
2020-10-27,Bulgaria,2243,42,6975761.0,9828.14851478139,64.7110998526161
2020-10-28,Bulgaria,2569,25,6975761.0,9828.14851478139,64.7110998526161
2020-10-29,Bulgaria,2760,36,6975761.0,9828.14851478139,64.7110998526161
2020-10-30,Bulgaria,2689,28,6975761.0,9828.14851478139,64.7110998526161
2020-10-31,Bulgaria,2891,29,6975761.0,9828.14851478139,64.7110998526161
2020-11-01,Bulgaria,1803,25,6975761.0,9828.14851478139,64.7110998526161
2020-11-02,Bulgaria,1225,19,6975761.0,9828.14851478139,64.7110998526161
2020-11-03,Bulgaria,2427,51,6975761.0,9828.14851478139,64.7110998526161
2020-11-04,Bulgaria,4041,63,6975761.0,9828.14851478139,64.7110998526161
2020-11-05,Bulgaria,4054,54,6975761.0,9828.14851478139,64.7110998526161
2020-11-06,Bulgaria,3754,52,6975761.0,9828.14851478139,64.7110998526161
2020-11-07,Bulgaria,3839,58,6975761.0,9828.14851478139,64.7110998526161
2020-11-08,Bulgaria,2301,56,6975761.0,9828.14851478139,64.7110998526161
2020-11-09,Bulgaria,675,33,6975761.0,9828.14851478139,64.7110998526161
2020-11-10,Bulgaria,3816,106,6975761.0,9828.14851478139,64.7110998526161
2020-11-11,Bulgaria,4390,80,6975761.0,9828.14851478139,64.7110998526161
2020-11-12,Bulgaria,3945,47,6975761.0,9828.14851478139,64.7110998526161
2020-11-13,Bulgaria,3414,72,6975761.0,9828.14851478139,64.7110998526161
2020-11-14,Bulgaria,4212,85,6975761.0,9828.14851478139,64.7110998526161
2020-11-15,Bulgaria,2498,36,6975761.0,9828.14851478139,64.7110998526161
2020-11-16,Bulgaria,816,39,6975761.0,9828.14851478139,64.7110998526161
2020-11-17,Bulgaria,3519,152,6975761.0,9828.14851478139,64.7110998526161
2020-11-18,Bulgaria,4828,131,6975761.0,9828.14851478139,64.7110998526161
2020-11-19,Bulgaria,3938,117,6975761.0,9828.14851478139,64.7110998526161
2020-11-20,Bulgaria,3899,119,6975761.0,9828.14851478139,64.7110998526161
2020-11-21,Bulgaria,3983,129,6975761.0,9828.14851478139,64.7110998526161
2020-11-22,Bulgaria,2279,42,6975761.0,9828.14851478139,64.7110998526161
2020-11-23,Bulgaria,1123,60,6975761.0,9828.14851478139,64.7110998526161
2020-11-24,Bulgaria,3146,189,6975761.0,9828.14851478139,64.7110998526161
2020-11-25,Bulgaria,4382,157,6975761.0,9828.14851478139,64.7110998526161
2020-11-26,Bulgaria,3712,141,6975761.0,9828.14851478139,64.7110998526161
2020-11-27,Bulgaria,3568,162,6975761.0,9828.14851478139,64.7110998526161
2020-11-28,Bulgaria,3327,151,6975761.0,9828.14851478139,64.7110998526161
2020-11-29,Bulgaria,1792,69,6975761.0,9828.14851478139,64.7110998526161
2020-11-30,Bulgaria,739,65,6975761.0,9828.14851478139,64.7110998526161
2020-12-01,Bulgaria,2814,221,6975761.0,9828.14851478139,64.7110998526161
2020-12-02,Bulgaria,3475,153,6975761.0,9828.14851478139,64.7110998526161
2020-12-03,Bulgaria,3138,159,6975761.0,9828.14851478139,64.7110998526161
2020-12-04,Bulgaria,3280,156,6975761.0,9828.14851478139,64.7110998526161
2020-12-05,Bulgaria,3614,147,6975761.0,9828.14851478139,64.7110998526161
2020-12-06,Bulgaria,2037,79,6975761.0,9828.14851478139,64.7110998526161
2020-12-07,Bulgaria,577,68,6975761.0,9828.14851478139,64.7110998526161
2020-12-08,Bulgaria,2764,213,6975761.0,9828.14851478139,64.7110998526161
2020-12-09,Bulgaria,3980,146,6975761.0,9828.14851478139,64.7110998526161
2020-12-10,Bulgaria,3328,127,6975761.0,9828.14851478139,64.7110998526161
2020-12-11,Bulgaria,3075,122,6975761.0,9828.14851478139,64.7110998526161
2020-12-12,Bulgaria,3097,157,6975761.0,9828.14851478139,64.7110998526161
2020-12-13,Bulgaria,1287,64,6975761.0,9828.14851478139,64.7110998526161
2020-12-14,Bulgaria,497,62,6975761.0,9828.14851478139,64.7110998526161
2020-12-15,Bulgaria,2095,150,6975761.0,9828.14851478139,64.7110998526161
2020-12-16,Bulgaria,2743,167,6975761.0,9828.14851478139,64.7110998526161
2020-12-17,Bulgaria,1959,191,6975761.0,9828.14851478139,64.7110998526161
2020-12-18,Bulgaria,2042,143,6975761.0,9828.14851478139,64.7110998526161
2020-12-19,Bulgaria,1739,157,6975761.0,9828.14851478139,64.7110998526161
2020-12-20,Bulgaria,1002,55,6975761.0,9828.14851478139,64.7110998526161
2020-12-21,Bulgaria,166,58,6975761.0,9828.14851478139,64.7110998526161
2020-12-22,Bulgaria,1277,156,6975761.0,9828.14851478139,64.7110998526161
2020-12-23,Bulgaria,1799,114,6975761.0,9828.14851478139,64.7110998526161
2020-12-24,Bulgaria,1615,99,6975761.0,9828.14851478139,64.7110998526161
2020-12-25,Bulgaria,772,45,6975761.0,9828.14851478139,64.7110998526161
2020-12-26,Bulgaria,257,50,6975761.0,9828.14851478139,64.7110998526161
2020-12-27,Bulgaria,469,50,6975761.0,9828.14851478139,64.7110998526161
2020-12-28,Bulgaria,332,41,6975761.0,9828.14851478139,64.7110998526161
2020-12-29,Bulgaria,337,87,6975761.0,9828.14851478139,64.7110998526161
2020-12-30,Bulgaria,1438,154,6975761.0,9828.14851478139,64.7110998526161
2020-12-31,Bulgaria,1729,110,6975761.0,9828.14851478139,64.7110998526161
2021-01-01,Bulgaria,1046,61,6975761.0,9828.14851478139,64.7110998526161
2021-01-02,Bulgaria,274,28,6975761.0,9828.14851478139,64.7110998526161
2021-01-03,Bulgaria,340,40,6975761.0,9828.14851478139,64.7110998526161
2021-01-04,Bulgaria,171,34,6975761.0,9828.14851478139,64.7110998526161
2021-01-05,Bulgaria,1029,157,6975761.0,9828.14851478139,64.7110998526161
2021-01-06,Bulgaria,1310,67,6975761.0,9828.14851478139,64.7110998526161
2021-01-07,Bulgaria,1002,59,6975761.0,9828.14851478139,64.7110998526161
2021-01-08,Bulgaria,867,56,6975761.0,9828.14851478139,64.7110998526161
2021-01-09,Bulgaria,753,61,6975761.0,9828.14851478139,64.7110998526161
2021-01-10,Bulgaria,394,19,6975761.0,9828.14851478139,64.7110998526161
2021-01-11,Bulgaria,105,29,6975761.0,9828.14851478139,64.7110998526161
2021-01-12,Bulgaria,620,106,6975761.0,9828.14851478139,64.7110998526161
2021-01-13,Bulgaria,750,47,6975761.0,9828.14851478139,64.7110998526161
2021-01-14,Bulgaria,535,70,6975761.0,9828.14851478139,64.7110998526161
2021-01-15,Bulgaria,535,47,6975761.0,9828.14851478139,64.7110998526161
2021-01-16,Bulgaria,552,61,6975761.0,9828.14851478139,64.7110998526161
2021-01-17,Bulgaria,233,17,6975761.0,9828.14851478139,64.7110998526161
2021-01-18,Bulgaria,77,9,6975761.0,9828.14851478139,64.7110998526161
2021-01-19,Bulgaria,570,82,6975761.0,9828.14851478139,64.7110998526161
2021-01-20,Bulgaria,544,49,6975761.0,9828.14851478139,64.7110998526161
2021-01-21,Bulgaria,482,37,6975761.0,9828.14851478139,64.7110998526161
2021-01-22,Bulgaria,455,90,6975761.0,9828.14851478139,64.7110998526161
2021-01-23,Bulgaria,566,58,6975761.0,9828.14851478139,64.7110998526161
2021-01-24,Bulgaria,266,12,6975761.0,9828.14851478139,64.7110998526161
2021-01-25,Bulgaria,121,9,6975761.0,9828.14851478139,64.7110998526161
2021-01-26,Bulgaria,772,60,6975761.0,9828.14851478139,64.7110998526161
2021-01-27,Bulgaria,827,36,6975761.0,9828.14851478139,64.7110998526161
2021-01-28,Bulgaria,598,28,6975761.0,9828.14851478139,64.7110998526161
2021-01-29,Bulgaria,560,29,6975761.0,9828.14851478139,64.7110998526161
2021-01-30,Bulgaria,695,35,6975761.0,9828.14851478139,64.7110998526161
2021-01-31,Bulgaria,349,20,6975761.0,9828.14851478139,64.7110998526161
2021-02-01,Bulgaria,130,17,6975761.0,9828.14851478139,64.7110998526161
2021-02-02,Bulgaria,832,97,6975761.0,9828.14851478139,64.7110998526161
2021-02-03,Bulgaria,967,36,6975761.0,9828.14851478139,64.7110998526161
2021-02-04,Bulgaria,719,40,6975761.0,9828.14851478139,64.7110998526161
2021-02-05,Bulgaria,883,54,6975761.0,9828.14851478139,64.7110998526161
2021-02-06,Bulgaria,910,30,6975761.0,9828.14851478139,64.7110998526161
2021-02-07,Bulgaria,493,9,6975761.0,9828.14851478139,64.7110998526161
2021-02-08,Bulgaria,182,20,6975761.0,9828.14851478139,64.7110998526161
2021-02-09,Bulgaria,1115,89,6975761.0,9828.14851478139,64.7110998526161
2021-02-10,Bulgaria,1212,62,6975761.0,9828.14851478139,64.7110998526161
2021-02-11,Bulgaria,913,45,6975761.0,9828.14851478139,64.7110998526161
2021-02-12,Bulgaria,1070,34,6975761.0,9828.14851478139,64.7110998526161
2021-02-13,Bulgaria,966,33,6975761.0,9828.14851478139,64.7110998526161
2021-02-14,Bulgaria,506,14,6975761.0,9828.14851478139,64.7110998526161
2021-02-15,Bulgaria,181,16,6975761.0,9828.14851478139,64.7110998526161
2021-02-16,Bulgaria,1050,47,6975761.0,9828.14851478139,64.7110998526161
2021-02-17,Bulgaria,1349,32,6975761.0,9828.14851478139,64.7110998526161
2021-02-18,Bulgaria,1146,41,6975761.0,9828.14851478139,64.7110998526161
2021-02-19,Bulgaria,1186,42,6975761.0,9828.14851478139,64.7110998526161
2021-02-20,Bulgaria,1463,35,6975761.0,9828.14851478139,64.7110998526161
2021-02-21,Bulgaria,548,18,6975761.0,9828.14851478139,64.7110998526161
2021-02-22,Bulgaria,227,15,6975761.0,9828.14851478139,64.7110998526161
2021-02-23,Bulgaria,1925,79,6975761.0,9828.14851478139,64.7110998526161
2021-02-24,Bulgaria,1800,45,6975761.0,9828.14851478139,64.7110998526161
2021-02-25,Bulgaria,1733,48,6975761.0,9828.14851478139,64.7110998526161
2021-02-26,Bulgaria,1822,53,6975761.0,9828.14851478139,64.7110998526161
2021-02-27,Bulgaria,1681,49,6975761.0,9828.14851478139,64.7110998526161
2021-02-28,Bulgaria,1079,39,6975761.0,9828.14851478139,64.7110998526161
2021-03-01,Bulgaria,332,24,6975761.0,9828.14851478139,64.7110998526161
2021-03-02,Bulgaria,2588,117,6975761.0,9828.14851478139,64.7110998526161
2021-03-03,Bulgaria,2403,83,6975761.0,9828.14851478139,64.7110998526161
2021-03-04,Bulgaria,1154,22,6975761.0,9828.14851478139,64.7110998526161
2021-03-05,Bulgaria,2198,93,6975761.0,9828.14851478139,64.7110998526161
2021-03-06,Bulgaria,3004,65,6975761.0,9828.14851478139,64.7110998526161
2021-03-07,Bulgaria,1426,22,6975761.0,9828.14851478139,64.7110998526161
2021-03-08,Bulgaria,497,21,6975761.0,9828.14851478139,64.7110998526161
2021-03-09,Bulgaria,2995,150,6975761.0,9828.14851478139,64.7110998526161
2021-03-10,Bulgaria,3502,138,6975761.0,9828.14851478139,64.7110998526161
2021-03-11,Bulgaria,2774,97,6975761.0,9828.14851478139,64.7110998526161
2021-03-12,Bulgaria,3121,95,6975761.0,9828.14851478139,64.7110998526161
2021-03-13,Bulgaria,3159,102,6975761.0,9828.14851478139,64.7110998526161
2021-03-14,Bulgaria,2019,38,6975761.0,9828.14851478139,64.7110998526161
2021-03-15,Bulgaria,679,51,6975761.0,9828.14851478139,64.7110998526161
2021-03-16,Bulgaria,4637,187,6975761.0,9828.14851478139,64.7110998526161
2021-03-17,Bulgaria,4374,107,6975761.0,9828.14851478139,64.7110998526161
2021-03-18,Bulgaria,4201,136,6975761.0,9828.14851478139,64.7110998526161
2021-03-19,Bulgaria,4008,102,6975761.0,9828.14851478139,64.7110998526161
2021-03-20,Bulgaria,4162,115,6975761.0,9828.14851478139,64.7110998526161
2021-03-21,Bulgaria,2541,34,6975761.0,9828.14851478139,64.7110998526161
2021-03-22,Bulgaria,943,53,6975761.0,9828.14851478139,64.7110998526161
2021-03-23,Bulgaria,4467,169,6975761.0,9828.14851478139,64.7110998526161
2021-03-24,Bulgaria,4851,119,6975761.0,9828.14851478139,64.7110998526161
2021-03-25,Bulgaria,4375,106,6975761.0,9828.14851478139,64.7110998526161
2021-03-26,Bulgaria,3988,99,6975761.0,9828.14851478139,64.7110998526161
2021-03-27,Bulgaria,4129,89,6975761.0,9828.14851478139,64.7110998526161
2021-03-28,Bulgaria,2537,49,6975761.0,9828.14851478139,64.7110998526161
2021-03-29,Bulgaria,983,60,6975761.0,9828.14851478139,64.7110998526161
2021-03-30,Bulgaria,4497,203,6975761.0,9828.14851478139,64.7110998526161
2021-03-31,Bulgaria,5176,155,6975761.0,9828.14851478139,64.7110998526161
2021-04-01,Bulgaria,4207,129,6975761.0,9828.14851478139,64.7110998526161
2021-04-02,Bulgaria,3694,116,6975761.0,9828.14851478139,64.7110998526161
2021-04-03,Bulgaria,4013,125,6975761.0,9828.14851478139,64.7110998526161
